movie_id,title_ko,title_en,gubun,genre,nation,theater_admissions,online_cumulative,seat_cnt,lifetime_vod,first_year_vod,online_open,theater_open
FS20090406,내 남자는 바람둥이,Suburban Girl,일반영화,"코미디,멜로/로맨스,드라마",미국,177,6985,2600,5528,943,2021-01-19,2009-07-23
FS20246501,헬보이: 크룩드 맨,Hellboy: The Crooked man,일반영화,,미국,10384,5572,106533,5514,5472,2024-12-18,
FS20228927,패닉 런,The Desperate Hour,,,미국,3361,5820,53817,5510,5510,2023-01-10,2023-01-04
FS20244537,강령: 귀신놀이,The Ghost Game,,,한국,72305,5495,532290,5495,5495,2025-08-06,
FS20254581,악의 도시,The devil you know,일반영화,스릴러,한국,4378,5490,78589,5490,5396,2025-06-20,
FS20244513,룸 넥스트 도어,The Room Next Door,일반영화,드라마,미국,49312,5473,597832,5473,5185,2024-10-23,
FS20230496,포커페이스,Poker Face,일반영화,"범죄,액션,스릴러",미국,914,5635,33623,5465,5050,2023-03-24,2023-03-23
FS20217739,크라이시스,Crisis,일반영화,"드라마,스릴러",독일,2050,6156,24285,5450,5450,2021-05-14,2021-05-20
FS20216224,오! 마이 고스트,Oh! My Ghost,,,한국,11124,5861,217626,5449,5414,2022-09-22,2022-09-15
FS20244185,트랩,Trap,일반영화,"스릴러,범죄,미스터리",미국,11586,5509,335009,5447,5392,2024-09-18,
FS20219710,공작조: 현애지상,Cliff Walkers,일반영화,"범죄,액션,드라마,스릴러",중국,595,5836,10916,5445,5356,2021-09-16,2021-09-16
FS20223152,신들의 분노,Valley of the Gods,,,폴란드,222,5658,968,5443,5175,2022-01-13,2022-01-20
FS20219821,세 며느리와 시아버지,,일반영화,드라마,한국,20,5541,106,5427,3086,2021-08-26,2021-09-03
FS20226679,쥬라기캅스 극장판: 공룡시대 대모험,Jurassic Cops Theatrical Version: The Great Adventure of the Age of Dinosaurs,일반영화,애니메이션,한국,26805,5614,330201,5412,4660,2022-10-12,2022-09-07
FS20226454,클린,Clean,,,미국,0,5574,0,5405,5343,2022-08-19,
FS20234273,힙노틱,Hypnotic,일반영화,"SF,액션",미국,8405,5594,154650,5402,5319,2023-10-04,2023-09-20
FS20249564,노보케인,Novocaine,일반영화,"액션,코미디",미국,29297,5385,721722,5385,5330,2025-03-12,
FS20231834,금지된 관계,River of Desire,,,브라질,360,5377,1682,5377,3202,2023-06-14,2023-06-15
FS20233000,킬러의 레스토랑,High Heat,일반영화,액션,미국,825,5422,7582,5367,5321,2023-08-09,2023-08-17
FS20232095,디어 마이 러브,My Sailor My Love,,,기타,3584,5534,32198,5356,5038,2023-07-19,2023-07-12
FS20224831,유독 몸으로 친절한 유부녀,,일반영화,,일본,20,5387,106,5352,2565,2022-05-06,
FS20228756,아버님 밑에 좀 빨아주세요,,일반영화,,일본,1,5747,146,5352,2059,2022-11-25,
FS20212077,노웨어 스페셜,Nowhere Special,,,이탈리아,7465,5695,103701,5345,5079,2021-12-30,2021-12-29
FS20090332,신주쿠 사건,The Shinjuku Incident,일반영화,"액션,드라마,범죄",홍콩,43516,7360,615723,5338,0,2021-01-07,2009-06-18
FS20210843,실종,Missing,,,일본,11464,5480,114622,5338,5208,2022-06-20,2022-06-15
FS20010055,이것이 법이다,Out Of Justice,일반영화,스릴러,한국,0,6394,0,5337,603,2021-10-26,2001-12-19
FS20224826,셧 인,Shut In,일반영화,기타,미국,2160,5803,17309,5328,5328,2022-05-24,2022-05-26
FS20236776,비욘드 유토피아,Beyond Utopia,,,미국,19878,5397,240459,5310,4929,2024-01-31,
FS20236230,씬,The Sin,일반영화,,한국,39508,5366,604917,5308,5144,2024-04-03,
FS20217575,상류사회:시크릿섹스,SEX AND LIES,일반영화,멜로/로맨스,미국,60,5434,191,5305,4879,2021-04-20,2021-04-22
FS20090174,카오스,Chaos,일반영화,"액션,드라마,범죄,스릴러",영국,204693,7381,1997056,5297,1067,2022-07-29,2009-03-26
FS20231009,거울 속 외딴 성,Lonely Castle in the Mirror,,,일본,50772,5504,542515,5293,5038,2023-06-20,2023-04-12
FS20228309,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,Pinkfong Sing-Along Movie 2: Wonderstar Concert,,,한국,51094,5423,375466,5289,4898,2023-01-04,2022-12-21
FS20182338,룸싸롱 여대생들 무삭제,,일반영화,멜로/로맨스,한국,1,6381,150,5272,1878,2023-03-22,2018-10-16
FS20215891,정브르의 동물일기,,일반영화,다큐멘터리,한국,1436,5457,57233,5257,4210,2021-03-16,2021-02-24
FS20211176,마이 뉴욕 다이어리,My Salinger Year,,,캐나다,14276,5695,277558,5240,5196,2021-12-21,2021-12-09
FS20200237,호스트: 접속금지,Host,,,영국,13866,5586,240908,5237,5086,2021-07-26,2021-07-21
FS20253001,블랙 백,BLACK BAG,일반영화,"드라마,스릴러",미국,8588,5237,236782,5237,5116,2025-03-19,
FS20171370,새엄마 2 무삭제,,일반영화,멜로/로맨스,한국,1,6128,150,5232,1235,2023-03-20,2018-06-19
FS20232836,몬스터 패밀리 2,Monster Family 2,,,영국,119568,5444,708515,5228,5079,2023-08-22,2023-08-02
FS20209860,새엄마4,,일반영화,,한국,1,5466,150,5212,4623,2021-03-10,2021-03-15
FS20217748,섹스 테라피,SEX DREAMS,일반영화,,미국,60,5246,160,5211,4724,2021-05-10,2021-05-13
FS20223612,데드락: 라스트 리벤지,Deadlock,일반영화,기타,미국,1150,5360,15484,5202,5202,2022-01-21,2022-01-28
FS20228300,극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,Super Hero Senki,일반영화,"액션,어드벤처,애니메이션",일본,6621,5531,101585,5192,2744,2022-12-13,2022-12-01
FS20218276,뱅퀴시,Vanquish,일반영화,"액션,범죄,스릴러",미국,1389,5762,16104,5186,5186,2021-06-16,2021-06-24
FS20205155,"조제, 호랑이 그리고 물고기들","Josee, the Tiger and the Fish",,,일본,32969,5244,816388,5183,3431,2021-09-09,2021-03-31
FS20218845,극장판 요괴워치잼 요괴학원Y 고양이는 히어로가 될 수 있을까,Yokai School Y - The Movie,일반영화,애니메이션,일본,0,5460,0,5176,4401,2021-07-07,
FS20228062,살인청부업자,HIT MAN,일반영화,"범죄,스릴러",한국,3826,5378,20301,5175,5093,2022-10-28,2022-11-03
FS20253924,쫑알쫑알 똘똘이: 이상한 마을 대모험,,일반영화,"애니메이션,코미디,가족",한국,40759,5173,353641,5173,4870,2025-04-30,
FS20215803,타인의 친절,The Kindness of Strangers,,,영국,9832,5639,193489,5169,4079,2021-04-20,2021-04-07
FS20218346,삼국지 : 무신 조자룡,Legend of Zhao Yun,일반영화,액션,중국,0,5522,0,5157,4907,2021-06-07,
FS20232854,헌티드 맨션,Haunted Mansion,일반영화,,미국,12877,5279,168618,5156,5095,2023-09-21,2023-07-26
FS20172473,친구엄마 : 참을 수 없는 날  무삭제,,일반영화,멜로/로맨스,한국,1,6217,150,5148,1353,2021-01-27,2018-03-28
FS20132825,꽃과 뱀의 정사,Flowers and Snakes,일반영화,"드라마,멜로/로맨스,미스터리",일본,12,6610,449,5142,1707,2022-08-29,2013-09-16
FS20247473,아이엠 티라노,The Tyrannosaurus Rex,일반영화,애니메이션,중국,49305,5206,267048,5141,4856,2024-03-01,
FS20219244,숙모,,일반영화,"멜로/로맨스,드라마",한국,1,5140,150,5140,3097,2021-09-07,2021-07-28
FS2023C445,써밋 피버,Summit Fever,일반영화,스릴러,영국,0,5177,0,5135,4660,2023-04-03,
FS20228371,페르시아어 수업,Persian Lessons,,,러시아,17670,5213,136228,5131,3940,2022-12-28,2022-12-15
FS20223933,과외 선생과 어머니,,일반영화,,한국,20,5127,73,5127,1675,2022-02-21,2022-03-17
FS20226545,한국이 싫어서,Because I Hate Korea,,,한국,62044,5142,1058798,5113,5085,2024-08-28,
FS20218754,나쁜 장모의 유혹,,일반영화,,일본,1,5135,95,5096,3443,2021-07-13,2021-07-01
FS20081454,언노운 우먼,The Unknown Woman,,,이탈리아,30503,5692,172259,5090,1290,2021-04-15,2009-07-01
FS20247654,사일런트 나잇,SILENT NIGHT,일반영화,"액션,범죄",미국,1531,5156,62427,5079,4968,2024-07-17,
FS20210380,깊이 넣어준 사위,,일반영화,멜로/로맨스,일본,1,5329,140,5065,606,2021-09-23,
FS20235980,말하고 싶은 비밀,Our Secret Diary,일반영화,멜로/로맨스,일본,118928,5063,931552,5063,4082,2023-12-13,
FS20201648,더 시크릿,The Secrets We Keep,,,영국,3551,5618,73705,5061,5061,2021-01-22,2021-01-21
FS20249648,차라리 죽여,,,,한국,1076,5058,13895,5058,4033,2025-02-26,
FS20071015,아더와 미니모이-제1탄비밀원정대의출정,Arthur And The Invisibles,일반영화,"어드벤처,판타지",프랑스,126546,6902,901610,5050,442,2021-11-01,2009-07-09
FS20256251,귀멸의 칼날: 합동 강화 훈련 주집결편,Demon Slayer: Kimetsu no Yaiba Special Edition Hashira Training Arc Part 2,일반영화,애니메이션,일본,3155,5048,78084,5048,5048,2025-08-01,
FS20218168,전야,Battlefield,일반영화,"액션,범죄",한국,1568,5459,66101,5039,4638,2021-06-01,2021-06-03
FS20250444,코드: G 주목의 시작,CODE: G,일반영화,"SF,드라마",한국,17880,5032,61464,5032,5032,2025-12-27,
FS20138825,욕정의 웨딩드레스,,일반영화,,한국,0,5961,0,5025,0,2021-12-08,
FS20194912,바이러스,Virus,일반영화,드라마,한국,74309,5024,1288401,5024,4977,2025-05-07,
FS20210002,무신 : 용의 귀환,God of War,일반영화,액션,중국,0,5229,0,5018,4123,2021-08-23,
FS20253340,구원자,THE FAVOR,일반영화,,한국,34697,5014,671882,5014,5014,2025-11-05,
FS2023C742,쾌락의 밤,Mahjong Nights,일반영화,"드라마,스릴러",필리핀,0,5194,0,5013,4374,2023-02-16,
FS20248508,노스페라투,Nosferatu,,,미국,25830,5010,522223,5010,4864,2025-01-15,
FS20235734,폭락,Crypto Man,,,한국,22386,5058,434302,4996,4996,2025-01-15,
FS20234798,극장판 우당탕탕 은하안전단: 진정한 용기!,Let's Go! Galaxy Guards The Movie: True Courage!,일반영화,애니메이션,한국,34001,4993,303479,4993,4005,2023-12-15,2023-11-30
FS20214801,도굴꾼,Mysterious Tomb Raids,일반영화,"액션,어드벤처,판타지",중국,0,5229,0,4991,4991,2021-01-28,
FS20070453,아드레날린24,Crank,일반영화,액션,미국,96338,6302,1097980,4988,800,2022-11-23,2007-10-03
FS2023C242,더 테러: 인디아 해즈 폴른,Attack,일반영화,"액션,SF,스릴러",인도,0,5068,0,4987,4769,2023-04-21,
FS20219473,나는 여기에 있다,I AM HERE,일반영화,"범죄,액션,스릴러",한국,18504,5161,179206,4979,4527,2023-04-28,2023-04-12
FS20228965,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,일반영화,"애니메이션,판타지,액션",일본,19848,5142,348392,4978,1817,2023-06-14,2023-02-02
FS20247861,잔 뒤 바리,Jeanne du Barry,,,프랑스,689,4969,10698,4969,4708,2024-04-03,
FS20134360,에어 크래쉬,Air Collision,일반영화,"액션,스릴러",미국,5410,6393,7786,4959,0,2022-11-02,2013-10-24
FS20202368,"내 어깨 위 고양이, 밥 2",A Gift from Bob,,,영국,6378,5401,224761,4952,4345,2021-01-04,2020-12-24
FS20133943,익스트림 No.13 감독판,13,일반영화,"스릴러,액션",미국,40,5688,600,4946,502,2022-05-19,2013-01-08
FS20246966,아기상어 극장판: 사이렌 스톤의 비밀,Baby Shark’s Big Movie,,,미국,106411,4942,861974,4942,3817,2024-02-07,
FS20218566,적인걸9 : 구유업화,Ultimate Secrets,일반영화,액션,중국,0,5442,0,4937,4707,2021-06-15,
FS20249956,목중무인 : 안하무인,Eye for an Eye,일반영화,"사극,액션",중국,736,5009,4636,4934,4810,2024-06-27,
FS20231264,블랙 워터: 어비스,Black Water: Abyss,일반영화,,호주,1687,4993,39832,4920,4767,2023-06-12,2023-06-14
FS20211391,파일럿: 배틀 포 서바이벌,The Pilot. A Battle for Survival,일반영화,"전쟁,액션",러시아,546,5321,20828,4917,4814,2022-04-07,2022-04-13
FS20225556,사랑할 땐 누구나 최악이 된다,The Worst Person in the World,,,노르웨이,51434,5111,376724,4917,4148,2022-09-22,2022-08-25
FS20216333,음란한 며느리,Gifu ni hajimete okasa reta ano NiTsu kara,일반영화,"드라마,멜로/로맨스",일본,60,4990,191,4880,3505,2021-03-09,
FS20131862,어떤 여인의 고백,The Patience Stone,,,프랑스,2477,6876,38930,4866,544,2022-04-21,2013-10-03
FS20232639,극장판 슈퍼윙스: 맥시멈 스피드,,일반영화,애니메이션,한국,137535,4858,668792,4858,3859,2023-08-16,2023-07-20
FS20210593,백사대전 2,White Snake,일반영화,"액션,판타지",중국,0,5082,0,4850,4704,2021-09-28,
FS20078795,쿵푸 허슬: 무적 파이터,Kung Fu Fighter,일반영화,"액션,코미디",홍콩,2,6067,140,4847,1840,2012-10-14,2022-05-04
FS20224971,블레이드 퍼피 워리어,Paws of Fury: The Legend of Hank,일반영화,"애니메이션,가족",미국,940,4978,4786,4837,4740,2022-09-27,2022-09-28
FS20210542,로스트 도터,The Lost Daughter,,,미국,13008,5136,148375,4806,4597,2022-08-01,2022-07-14
FS20251552,컴패니언,Companion,일반영화,스릴러,미국,19222,4804,385405,4804,4714,2025-03-19,
FS20224309,이상한 요구 : 이제 제발 놔주세요,,일반영화,,일본,20,4792,106,4792,1676,2022-04-08,
FS20212119,투모로우 아포칼립스,Arctic Apocalypse,일반영화,"어드벤처,드라마",미국,480,5057,9720,4789,4454,2022-01-20,2022-01-25
FS20257342,애프터매스: 브릿지,Aftermath,일반영화,"액션,스릴러",미국,551,4788,5724,4788,4788,2025-09-25,
FS20216302,하드 킬,Hard Kill,일반영화,액션,미국,1,5471,95,4783,4783,2021-02-26,
FS20163923,건우먼,Gun Woman,일반영화,액션,일본,2,6024,165,4749,1060,2022-01-24,2016-11-17
FS20218374,음욕의 신혼생활,,일반영화,멜로/로맨스,일본,60,4737,191,4736,462,2021-06-14,
FS20183772,태일이,Chun Tae-il,,,한국,125218,4819,860866,4725,4092,2022-04-04,2021-12-01
FS20227373,쓰나미,Crazy Tsunami,일반영화,액션,중국,0,4944,0,4710,4555,2022-09-22,
FS20244267,사람과 고기,People and Meat,,,한국,44928,4708,311497,4708,4708,2025-10-07,
FS2023C684,스나이퍼: 인비저블 고스트,Sniper,일반영화,"전쟁,액션",이란,0,4859,0,4707,4555,2023-06-09,
FS20080395,할람 포,Hallam Foe,,,영국,12399,6284,142240,4702,0,2021-08-07,2008-04-30
FS20225314,세이레,Seire,,,한국,6822,4922,64117,4682,3830,2023-01-27,2022-11-24
FS20216372,스파이의 아내,Wife of a Spy,,,일본,11895,5075,183759,4678,3835,2021-04-14,2021-03-25
FS20211365,순정 뺏긴 여직원,,일반영화,멜로/로맨스,일본,1,4850,91,4665,463,2021-11-17,
FS20256149,머티리얼리스트,Materialists,일반영화,"멜로/로맨스,코미디",미국,63778,4658,664573,4658,4658,2025-08-08,
FS20200295,혼자 사는 사람들,Aloners,,,한국,12839,4873,271950,4655,3823,2021-06-15,2021-05-19
FS20216368,암모나이트,Ammonite,,,미국,5879,5068,236980,4654,3788,2021-03-25,2021-03-11
FS20226007,"굿 럭 투 유, 리오 그랜드","Good Luck to You, Leo Grande",,,영국,9447,4839,103759,4643,3896,2022-08-24,2022-08-11
FS20216581,사랑하고 사랑받고 차고 차이고,"Love Me, Love Me Not",,,일본,16139,4922,332978,4641,3484,2021-06-16,
FS20251800,브루탈리스트,The Brutalist,,,미국,95900,4634,833789,4634,4372,2025-02-12,
FS20243478,킬,Kill,,,인도,11177,4647,256062,4633,4590,2024-08-28,
FS20248617,창가의 토토,Totto-Chan The Little Girl at the Window,,,일본,15048,4671,270192,4624,4486,2024-05-29,
FS20202520,금의위 3인의 무사,The Prequel of Gold Convoyers: An Urgent Letter,,,중국,224,5162,6431,4593,4560,2020-12-15,2021-01-21
FS20153285,히트맨 인 런던,A Hitman In London,일반영화,"액션,스릴러",영국,1,5292,146,4591,989,2021-07-27,2015-08-27
FS20223271,리디밍 러브,Redeeming Love,일반영화,"멜로/로맨스,드라마",미국,6134,4962,131666,4586,4313,2022-03-31,2022-03-23
FS20232832,교전,Ambush,일반영화,"전쟁,액션",미국,258,4768,2434,4577,4332,2023-08-11,2023-08-16
FS20204407,메가 스네이크,Snake,일반영화,액션,중국,0,5404,0,4559,4559,2021-02-05,
FS20212476,신입 여비서,,일반영화,,한국,2,4721,190,4559,3334,2022-01-10,2021-12-24
FS20250570,레드 소냐,Red Sonja,일반영화,"액션,판타지",미국,142,4601,2054,4555,4555,2025-12-31,
FS20233656,람보르기니: 전설이 된 남자,Lamborghini: The Man Behind the Legend,일반영화,드라마,이탈리아,468,4704,3692,4550,4518,2023-08-17,2023-08-23
FS20239780,벤데타: 복수의 시간,Vendetta,일반영화,액션,캐나다,848,4836,5075,4548,4548,2023-01-13,2023-01-20
FS20210038,악인은 너무 많다 2 - 제주 실종사건의 전말,Too many villains 2 - missing in Jeju,,,한국,2281,4722,28507,4533,4030,2021-11-05,2021-11-11
FS20210393,훔쳐보는 장모님,,일반영화,"멜로/로맨스,드라마",일본,1,4738,83,4510,303,2021-09-14,
FS20219427,블랙 엠페러,Emperor,일반영화,드라마,미국,0,4724,0,4503,4503,2022-01-24,
FS20217804,기문둔갑,Fantasy Magician,일반영화,"액션,판타지",중국,0,5033,0,4492,4051,2021-04-22,
FS20253591,드롭,DROP,일반영화,"스릴러,드라마,미스터리",미국,6495,4452,181980,4452,4311,2025-04-23,
FS20088404,옥스포드 살인사건,The Oxford Murders,,,스페인,2521,4817,96908,4444,4185,2021-07-22,2021-07-21
FS20226256,파나마,Panama,일반영화,액션,미국,0,4692,0,4441,4275,2022-08-16,
FS20261446,오시리스,Osiris,,,미국,25,4432,427,4432,4432,2026-04-23,
FS20131573,식스 블릿츠: 분노의 추적,SIX BULLETS,일반영화,"스릴러,액션,범죄",미국,1648,6107,2040,4413,506,2022-12-21,2013-08-16
FS20219130,신 강시선생,Yi mei xian sheng,일반영화,,중국,0,4628,0,4410,3529,2021-07-26,
FS20210328,윤율의 VIP 미용실,,일반영화,멜로/로맨스,한국,1,4687,91,4403,3574,2021-11-17,2021-11-16
FS20226369,뱀 : 길고 두꺼움에 관통당한 날,,일반영화,,일본,20,4801,91,4401,202,2022-08-11,
FS20191503,화이트데이: 부서진 결계,THE LABYRINT,일반영화,,한국,11119,4603,357960,4400,3911,2021-10-08,2021-10-06
FS20204505,친구엄마들 3,,일반영화,"멜로/로맨스,드라마",한국,1,4671,150,4396,3315,2020-12-29,2021-01-05
FS20218960,트리거 포인트,Trigger Point,,,캐나다,340,5252,1842,4392,4392,2021-07-19,2021-07-29
FS20214783,카운터 어택,The Serpent,일반영화,액션,미국,0,4570,0,4392,4392,2021-01-22,
FS20207427,푸드 몬스터,Foodiverse,일반영화,"애니메이션,드라마,가족,SF",중국,1434,4829,26769,4376,4376,2021-05-13,2021-05-19
FS20210143,풍운4,The Nine Talisman Tower,일반영화,액션,중국,0,4831,0,4374,4247,2021-09-27,
FS20202611,지옥의 묵시록 파이널 컷,APOCALYPSE NOW FINAL CUT,,,미국,3663,4355,157919,4355,1320,2021-02-16,2020-11-26
FS20228368,킹스 도터,The King's Daughter,일반영화,"판타지,멜로/로맨스,드라마,액션,어드벤처",미국,0,4455,0,4355,3806,2022-11-11,
FS20224814,여보 부디 저를 용서해주세요,,일반영화,,일본,20,4376,83,4344,2466,2022-05-06,
FS20228764,극장판 파워레인저 캡틴포스: 지구를 위한 싸움,Ten Gokaiger,일반영화,"액션,어드벤처",일본,8700,4343,123796,4343,2599,2023-01-19,
FS20215108,용루각2: 신들의 밤,Dragon Inn Part 2: The Night of Gods,일반영화,"액션,미스터리,스릴러",한국,2475,4734,41556,4330,4330,2021-02-05,2021-02-10
FS20182725,착한 엄마친구 2 무삭제,,일반영화,멜로/로맨스,한국,1,4719,150,4318,1429,2023-07-26,2018-08-23
FS20247962,나이트 스윔,NIGHT SWIM,일반영화,,미국,15857,4481,230486,4302,4302,2024-03-20,
FS20257361,난징사진관,Dead to Rights,,,중국,34703,4300,412860,4300,4300,2025-11-05,
FS20239702,몬스터 하우스2: 인비져블 피닉스,Finnick,일반영화,"애니메이션,판타지,어드벤처",러시아,33672,4423,342033,4299,3849,2023-02-13,2023-02-02
FS20236714,극장판 스파이 패밀리 코드 : 화이트,SPY x FAMILY CODE: White,일반영화,애니메이션,일본,284131,4297,3571513,4297,3595,2024-03-20,
FS20219304,센티그레이드,Centigrade,,,미국,310,4551,2002,4292,3999,2022-06-14,2022-06-16
FS20078386,블라인드,Blind,일반영화,"드라마,멜로/로맨스",네덜란드,19142,4842,681082,4291,3864,2021-01-14,
FS20212484,엔드게임: 나는 킬러다,Endgame,,,홍콩,2609,4599,41624,4289,4289,2022-01-19,2022-01-20
FS20247444,월레스와 그로밋 더 클래식 컬렉션,Wallace & Gromit The Classic Collection,일반영화,애니메이션,영국,18337,4280,111432,4280,2762,2024-02-21,
FS20225225,멋진 세계,Under the Open Sky,,,일본,6016,4346,77536,4277,3510,2022-09-01,2022-08-11
FS20223267,섹스웨더,Sex Weather,,,남아프리카공화국,94,4637,6390,4275,2485,2022-02-04,2022-02-07
FS20216542,특수부대 백호2,The Sniper,일반영화,"전쟁,액션",중국,0,4620,0,4259,4259,2021-03-04,
FS20215311,A형젖큰여자친구,,일반영화,멜로/로맨스,한국,1,4745,95,4254,1975,2021-02-05,2021-01-29
FS20215963,여선생4,,일반영화,드라마,한국,1,4442,106,4250,1676,2021-02-23,2021-03-10
FS20218057,2067,2067,,,호주,509,4793,27217,4229,3496,2021-06-15,2021-06-03
FS20228016,"여름을 향한 터널, 이별의 출구","The Tunnel to Summer, the Exit of Goodbyes",,,일본,92584,4219,1009205,4219,3063,2023-10-17,2023-09-14
FS20139670,껌,,일반영화,,한국,0,4975,0,4194,0,2021-11-24,
FS20168708,피닉스,Phoenix,,,독일,15519,4289,172524,4188,3315,2021-08-05,2021-07-22
FS20256082,귀멸의 칼날: 환락의 거리 결전편,Demon Slayer: Kimetsu no Yaiba Special Edition Entertainment District Arc Part 2,일반영화,애니메이션,일본,8600,4186,125748,4186,4085,2025-07-18,
FS20185588,정사 : 아내의 친구 무삭제,,일반영화,멜로/로맨스,한국,1,5622,150,4181,1882,2023-06-27,2018-11-16
FS20216844,24살윤율의섹시한젖가슴,,일반영화,멜로/로맨스,한국,1,4871,95,4178,3536,2021-03-23,2021-03-12
FS20228379,동생이 돌아올때까지 몇번이나 제부와,,일반영화,,일본,1,4215,77,4167,0,2023-04-21,
FS20228045,본즈 앤 올,Bones and All,일반영화,,미국,62773,4160,781358,4160,2945,2023-01-18,2022-11-30
FS20231611,쿠툴룬: 전쟁의 여신,The Wrestling Princess,,,몽고,0,4211,0,4153,4035,2023-05-26,
FS20202182,포이즌 로즈,Poison Rose,,,미국,247,4415,9036,4152,3786,2021-07-20,2021-07-28
FS20228917,단순한 열정,Passion Simple,,,프랑스,5338,4146,64836,4146,2899,2023-02-09,2023-02-01
FS20241501,매드 댄스 오피스,Mad Dance Office,,,한국,50454,4140,740540,4140,4140,2026-03-04,
FS20231892,세인트 세이야: 더 비기닝,Knights of the Zodiac,일반영화,"액션,판타지",일본,1444,4212,31371,4121,3965,2023-06-26,2023-05-31
FS20143705,오후의 정사,Apartment wife,일반영화,"기타,멜로/로맨스",일본,54,4914,244,4118,912,2021-12-20,
FS20205261,나의 촛불,Candlelight Revolution,,,한국,42123,4308,589490,4114,4114,2022-02-21,2022-02-10
FS20232721,47시간: 샤크베이트,Shark bait,일반영화,"스릴러,액션",영국,27,4110,459,4110,4110,2023-07-17,2023-08-03
FS20224782,파이어스타터,Firestarter,일반영화,,미국,2814,4239,4305,4107,4045,2022-06-15,2022-05-19
FS20090104,두목,Boss,일반영화,액션,한국,0,4101,0,4101,3706,2021-04-02,1994-05-21
FS20224523,허리케인 쓰나미,Hurricane Tsunami: Oceans Rising,일반영화,액션,미국,0,4354,0,4100,3834,2022-05-11,
FS20216048,신비아파트 뮤지컬 시즌3 : 뱀파이어왕의 비밀,,일반영화,"공연,뮤지컬",한국,3700,4080,99466,4080,178,2021-05-22,
FS20212675,신용문객잔3,Longmen Town Inn,일반영화,액션,중국,0,4602,0,4075,3104,2021-12-17,
FS20215867,자매바이러스,,일반영화,,한국,1,4940,106,4074,4074,2021-02-23,2021-02-24
FS20210846,항구의 니쿠코짱!,Fortune Favors Lady Nikuko,,,일본,10567,4275,109402,4061,3759,2023-05-17,2023-04-27
FS20224533,데이 투 다이,A Day to Die,일반영화,"범죄,액션",미국,200,4373,1760,4059,4059,2022-06-30,2022-07-07
FS20124352,십계,The Ten Commandments,,,미국,3848,4573,56798,4056,2026,2021-12-10,2021-12-02
FS20228255,프린스 챠밍,Charming,,,미국,17192,4311,184180,4056,4056,2023-01-17,2023-01-11
FS2023C501,더 벙커,The Lair,일반영화,,영국,8,4350,52,4054,4054,2023-03-24,2023-03-23
FS20229440,가랑이를 벌렸다 무삭제판,,일반영화,,일본,1,4052,146,4052,790,2023-01-31,
FS20235353,길위에 김대중,Kim Dae Jung on the road,,,한국,128818,4049,1147370,4049,3621,2024-01-10,
FS20234957,스노우 폭스: 썰매개가 될 거야!,Arctic Justice,,,미국,98023,4185,459851,4037,4024,2023-11-23,
FS20234293,이빨요정 비올레타: 요정나라로 돌아갈래!,MY FAIRY TROUBLEMAKER,,,독일,59654,4158,366963,4029,4014,2023-12-15,2023-11-18
FS20225461,2대1 여친 팔아먹기,,일반영화,,한국,1,4224,146,4028,3843,2022-06-21,2022-06-20
FS20179381,스와핑 : 친구부부의 쾌락,,일반영화,멜로/로맨스,한국,1,4736,126,4023,1368,2021-08-05,2017-01-17
FS20139693,섹스 파일,,일반영화,,한국,0,4260,0,4021,486,2022-02-07,
FS20217574,섹스컬트,SEX CULT,일반영화,멜로/로맨스,미국,60,4154,147,4009,3689,2021-04-28,2021-04-29
FS20226677,더 골드,GOLD,일반영화,스릴러,호주,0,4172,0,4008,3353,2022-08-23,
FS20217023,그리스도 디 오리진,The Savior,,,기타,2035,4006,48850,4006,2305,2022-04-18,2022-04-14
FS20214847,해길랍,Hijra in Between,,,기타,13930,4310,291666,4004,3697,2021-03-31,
FS20224005,신데렐라,Cinderella,일반영화,공연,미국,479,4267,4729,4001,3596,2022-04-05,
FS20249838,돌싱 친구 엄마 욕정 길들이기,,일반영화,,일본,1,4000,77,4000,211,2026-04-15,
FS20240781,플라이 미 투 더 문,Fly Me to the Moon,일반영화,"멜로/로맨스,코미디",미국,43014,4025,512841,3991,3944,2024-07-12,
FS20258127,검은뱀,Black Snake,일반영화,"액션,범죄",한국,456,3986,10161,3986,3986,2025-10-29,
FS20147472,노바디 웍스,Nobody Walks,일반영화,드라마,미국,13,6771,800,3976,0,2021-10-06,2014-01-23
FS20231634,괴담만찬,Tastes of Horror,일반영화,,한국,27389,4063,456998,3974,3373,2023-10-31,2023-10-18
FS20226179,밤마다 며느리에 씨뿌리는 시아버지,,일반영화,,일본,1,4003,95,3972,1902,2022-07-22,
FS20211972,타이거마스크,,일반영화,"코미디,액션",한국,811,4688,25971,3963,3946,2021-12-28,2021-12-30
FS20224813,바로 옆에서 붙어먹은 부인,,일반영화,,일본,20,3977,91,3962,1954,2022-05-04,
FS20216591,동서의 손맛,,일반영화,,한국,20,4240,91,3961,2783,2021-03-18,2021-03-17
FS20204506,래시 컴 홈,Lassie Come Home,,,독일,2498,4397,25254,3955,3532,2021-01-07,
FS20180781,내 친구 엄마 무삭제,,일반영화,멜로/로맨스,한국,1,5083,150,3953,1223,2023-07-14,2018-06-19
