movie_id,title_ko,title_en,online_open,theater_open,lifetime_vod,first_year_vod,first_year_note,peak_share,n_years
FS20132821,캡틴 필립스,Captain Phillips,2014-01-14,2013-10-23,130150,45135,,0.387,14
FS20150603,전망 좋은 집 2,,2015-05-27,,130061,92826,,0.307,9
FS20151181,여교사,MISBEHAVIOR,2017-01-25,2017-01-04,130013,113931,,0.323,6
FS20140181,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,DORAEMON THE MOVIE: NOBITA IN THE NEW HAUNTS OF EVIL – PEKO AND THE FIVE EXPLORERS -,2014-09-04,,129797,74207,,0.178,13
FS20182490,나랏말싸미,The King's Letters,2019-08-02,2019-07-24,129768,125126,,0.527,8
FS20175522,카3: 새로운 도전,Cars3,2017-07-17,2017-07-13,129740,82205,,0.271,10
FS20156970,심야식당,Midnight Diner,2015-07-28,2015-06-18,129557,67786,,0.153,12
FS20223676,문폴,Moonfall,2022-03-31,2022-03-16,129474,127220,,0.555,5
FS20166384,하루,A Day,2017-07-10,2017-06-15,129173,121788,,0.4,7
FS20217950,킬러의 보디가드 2,Hitman's Wife's Bodyguard,2021-08-11,2021-06-23,129040,127670,,0.438,4
FS20179407,로마의 휴일,,2017-09-11,2017-08-30,129029,103930,,0.383,10
FS20070033,300,300,2014-01-16,2007-03-14,128852,32151,,0.097,15
FS20192725,명탐정 코난: 감청의 권,Detective Conan: The Fist of Blue Sapphire,2019-08-06,2019-07-24,128771,82637,,0.321,8
FS20162461,다이노X 탐험대,DINO X EXPEDITION,2016-05-12,2016-05-04,128703,78728,,0.157,11
FS20134233,화려한 외출,Love Lesson,2013-12-05,,128387,104896,,0.307,11
FS20126617,더 씽,The Thing,2012-06-14,,128379,109807,,0.522,10
FS20162542,다이노소어 어드벤처 : 백악기 공룡대백과,Walking with Dinosaurs : Prehistoric Planet,2016-05-30,2016-05-04,128298,60509,,0.16,10
FS20090403,극장판 도라에몽: 진구의 공룡대탐험,Doraemon: Nobita No Kyoryu,2009-07-15,,128236,0,,0.026,15
FS20233235,가문의 영광: 리턴즈,Marrying the Mafia,2023-09-22,2023-09-21,128202,125210,,0.554,4
FS20143541,박물관이 살아있다 : 비밀의 무덤,Night at the Museum: Secret of the Tomb,2015-02-26,2015-01-14,127680,96787,,0.243,12
FS20211281,매트릭스: 리저렉션,The Matrix Resurrections,2022-01-14,2021-12-22,127612,121985,,0.495,5
FS20010238,메멘토,Memento,2014-12-01,2001-08-24,127383,21414,,0.055,12
FS20191243,장르만 로맨스,Perhaps Love,2021-12-06,2021-11-17,127316,123885,,0.511,6
FS20080962,극장판 도라에몽:진구의 마계대모험 7인의 마법사,Doraemon,2012-10-14,2008-07-17,127289,32087,,0.045,15
FS20110290,퀵,Quick,2011-07-20,,126582,91536,,0.278,9
FS20224270,배드 가이즈,The Bad Guys,2022-05-04,2022-05-04,126518,98874,,0.39,5
FS20136058,무서운 이야기 2,Horror Stories II,2018-07-04,2013-06-05,125923,4288,,0.339,14
FS20161286,아이스 에이지: 지구 대충돌,Ice Age: Collision Course,2016-08-16,2016-07-20,125901,96654,,0.25,11
FS20142962,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,,2015-01-28,2015-01-14,125828,56096,,0.24,12
FS20126566,캐빈 인 더 우즈,The Cabin in the Woods,2012-10-14,2012-06-28,125804,22248,,0.392,14
FS20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,OCTONAUTS Season4,2017-06-09,2017-06-01,125619,55443,,0.113,10
FS20185406,헬보이,Hellboy,2019-06-24,2019-04-10,125548,122458,,0.686,4
FS20247780,비키퍼,The Beekeeper,2024-04-03,,125439,117668,,0.323,3
FS20112708,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,Gekijouban Pokketo monsuta Besuto wisshu: Pikutini to kuroku eiyuu,2011-12-22,,125387,69655,,0.271,15
FS20157158,구스범스,Goosebumps,2016-02-24,2016-01-14,125283,93810,,0.284,11
FS20125866,다크 섀도우,Dark Shadows,2012-05-10,,125126,121628,,0.665,5
FS20127546,남영동1985,National Security,2012-12-12,2012-11-22,125036,96622,,0.397,10
FS20182352,"그날, 바다",Intention,2018-05-17,2018-04-12,124816,113076,,0.438,8
FS20247017,대가족,About Family,2024-12-11,,124756,124233,,0.421,2
FS20181905,후드,Robin Hood,2019-01-21,2018-11-28,124660,122868,,0.544,2
FS20190324,3일의 휴가,Our Season,2023-12-19,2023-12-06,124350,123380,,0.483,4
FS20198818,프린스 코기,The Queen's Corgi,2019-12-31,2019-12-24,124344,113292,,0.413,6
FS20148728,창문 넘어 도망친 100세 노인,The 100 year old man who climbed out the window and disappeard,2014-07-21,2014-06-18,123987,86799,,0.236,13
FS20178881,명탐정 코난: 에피소드 원-작아진 명탐정,DETECTIVE CONAN: Episode ONE,2017-02-21,2017-02-08,123851,86868,,0.228,10
FS20190582,내가 죽던 날,THE DAY I DIED : UNCLOSED CASE,2020-12-02,2020-11-12,123845,115291,,0.542,5
FS20159641,위대한 소원,THE LAST RIDE,2016-05-09,2016-04-21,123828,83344,,0.225,11
FS20157501,극적인 하룻밤,LOVE GUIDE FOR DUMPEES,2015-12-21,2015-12-03,123230,90613,,0.337,10
FS20130662,"가자, 장미여관으로",,2013-08-14,,123098,109624,,0.365,8
FS20126089,자칼이 온다,Code Name : Jackal,2012-11-15,,123034,118759,,0.738,4
FS20171024,너의 췌장을 먹고 싶어,Let Me Eat Your Pancreas,2017-11-07,2017-10-25,123018,86928,,0.219,9
FS20194461,파이프라인,Pipeline,2021-06-07,2021-05-26,122903,121227,,0.566,4
FS20131681,드래곤볼Z : 신들의 전쟁,Dragon Ball Z Battle of Gods,2015-04-30,2013-08-29,122836,17826,,0.257,9
FS20158561,기생수 파트2,Parasyte: Part 2,2015-11-10,2015-05-07,122678,104313,,0.517,10
FS20182544,글래스,Glass,2019-04-11,2019-01-17,122598,113110,,0.309,6
FS20030404,러브 액츄얼리,Love Actually,2014-01-28,2003-12-05,122478,8094,,0.108,13
FS20081791,마다가스카 2,Madagascar : Escape 2 Africa,2019-05-14,2009-01-08,122453,5874,,0.13,15
FS20154141,스타워즈: 깨어난 포스,Star Wars : The Force Awakens,2015-12-16,2015-12-17,122376,84478,,0.304,11
FS19980211,라이언 일병 구하기,Saving Private Ryan,2015-01-15,1998-09-12,122366,11905,,0.028,14
FS20254375,프레데터: 죽음의 땅,Predator: Badlands,2025-11-05,,122329,122329,,0.769,1
FS20113271,프렌즈: 몬스터섬의비밀,Friends : Naki on the Monster island,2018-06-22,2011-12-29,122260,4840,,0.539,6
FS20242964,얼굴,The Ugly,2025-09-11,,122194,122194,,0.569,2
FS20175643,손오공,Wu Kong,2017-11-27,,121659,116021,,0.434,5
FS20175407,우상,Idol,2019-04-08,2019-03-20,121392,110247,,0.424,7
FS20200474,기적,Miracle,2021-10-21,2021-09-15,121329,116741,,0.448,6
FS20200294,런,Run,2020-12-21,2020-11-20,121225,115335,,0.495,6
FS20144442,조선마술사,The Magician,2016-01-18,2015-12-30,121194,116711,,0.307,3
FS20156708,석조저택 살인사건,The Tooth and the Nail,2017-04-19,2017-05-09,121056,111460,,0.386,6
FS20218604,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,Crayon Shin-chan: Crash! Scribble Kingdom and Almost Four Heroes,2021-10-06,2021-09-15,120821,100691,,0.221,6
FS20060337,디파티드,The Departed,2013-12-02,2006-11-23,120631,9406,,0.047,15
FS20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,Crayon Shin-chan: Mononoke Ninja Chimpuden,2023-06-12,2023-05-04,120559,106125,,0.3,4
FS20110312,미확인 동영상 : 절대클릭금지,Don't Click,2012-05-30,,120223,101807,,0.575,4
FS20140522,옹녀뎐,story of ongnyuh,2014-11-18,2014-08-21,119996,75107,,0.194,6
FS20090412,명탐정 코난 : 칠흑의 추적자,Detective Conan: The Raven Chaser,2012-10-14,2009-07-29,119983,26610,,0.058,15
FS20240398,파과,THE OLD WOMAN WITH THE KNIFE,2025-04-30,,119847,119338,,0.554,2
FS20150966,사랑하기 때문에,BECAUSE I LOVE YOU,2016-12-27,2017-01-04,119778,101004,,0.33,6
FS20152703,트루 블러드,Autumn Blood,2015-09-23,,119730,118718,,0.662,2
FS20113631,붉은 바캉스 검은 웨딩,Red Vacance Black Wedding,2018-03-05,2011-12-08,119729,1936,,0.371,8
FS19950084,쇼생크 탈출,The Shawshank Redemption,2014-07-14,1995-02-04,119587,4500,,0.044,15
FS20100991,먹고 기도하고 사랑하라,Eat Pray Love,2013-08-07,2010-09-30,119548,14010,,0.055,15
FS20111702,극장판 도라에몽: 진구와 철인군단 날아라 천사들,Eiga Doraemon Shin Nobita to tetsujin heidan: Habatake tenshitachi,2011-07-28,,119416,44598,,0.145,15
FS20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,OCTONAUTS Season4,2017-02-03,2017-01-25,119379,47782,,0.08,10
FS20226431,오펜하이머,Oppenheimer,2023-11-14,2023-08-15,119067,113018,,0.451,4
FS20161589,죽여주는 여자,The Bacchus Lady,2016-11-16,2016-10-06,118938,95308,,0.391,10
FS20150968,국가대표 2,RUN OFF,2016-09-06,2016-08-10,118628,101306,,0.347,8
FS20144523,패딩턴,Paddington,2015-01-23,2015-01-07,118561,60363,,0.285,10
FS20156553,비밀,Circle of Atonement,2015-10-27,2015-10-15,118462,107077,,0.701,6
FS20112208,더 킥,The Kick,2011-11-03,,118236,93247,,0.545,8
FS20090578,바스터즈: 거친 녀석들,Inglourious Basterds,2013-07-04,2009-10-28,118202,7911,,0.076,15
FS20145504,특종: 량첸살인기,The Exclusive : Beat the Devil's Tattoo,2015-11-24,2015-10-22,118157,89504,,0.374,9
FS20060151,괴물,The Host,2014-08-29,2006-07-27,118069,12456,,0.127,13
FS20190280,날씨의 아이,Weathering With You,2020-05-22,2019-10-30,118068,84939,,0.207,7
FS20191048,온워드: 단 하루의 기적,Onward,2020-07-07,2020-06-17,117987,105381,,0.38,7
FS20112763,헬프,The Help,2014-04-03,2011-11-03,117937,11101,,0.194,15
FS20152871,스파이 브릿지,Bridge of Spies,2016-02-01,2015-11-05,117826,96907,,0.368,10
FS20199951,애나벨 집으로,Annabelle Comes Home,2019-07-19,2019-06-26,117721,99859,,0.318,8
FS20149846,"안녕, 헤이즐",The Fault In Our Stars,2015-08-11,2014-08-13,117612,10237,,0.208,10
FS20232273,인디아나 존스: 운명의 다이얼,Indiana Jones and the Dial of Destiny,2023-08-18,2023-06-28,117546,114894,,0.59,4
FS20127887,빌리와 용감한 녀석들 3D,Animals United,2012-08-08,,117411,111767,,0.415,5
FS20150942,캐롤,Carol,2016-03-15,2016-02-04,117399,62347,,0.09,11
FS20137404,짱구는 못말려 극장판: 엄청난 태풍을 부르는 금창의 용사,,2012-10-14,,117267,39559,,0.061,13
FS20170302,윈드 리버,Wind River,2017-09-22,2017-09-14,117228,101819,,0.497,9
FS20157846,겨울왕국 열기,Frozen Fever,,,117171,55213,,0.182,7
FS20060107,미션 임파서블 3,Mission: Impossible 3,2012-10-14,2006-05-03,117077,14075,,0.115,15
FS20135307,팅커벨 4 : 날개의 비밀,Secret of the Wings,,,116872,47627,,0.078,12
FS20020074,오션스 일레븐,Ocean'S Eleven,2014-01-17,2002-02-28,116860,6469,,0.153,15
FS20108648,잠자는 숲속의 공주,Sleeping Beauty,1973-07-25,,116774,0,,0.024,15
FS20176121,흥부: 글로 세상을 바꾼 자,Heung-boo: The Revolutionist,2018-02-27,2018-02-14,116665,111076,,0.591,5
FS20090408,아이스 에이지 3: 공룡시대,Ice Age: Dawn Of The Dinosaurs,2016-08-23,2009-08-12,116489,26916,,0.087,15
FS20183801,트루스 오어 데어,Truth or Dare,2018-06-18,2018-05-22,116480,101558,,0.294,7
FS20183773,장난스런 키스,Fall in Love at First Kiss,2019-04-24,2019-03-27,115781,97946,,0.372,8
FS20178672,패딩턴 2,Paddington 2,2018-04-17,2018-02-08,115730,53809,,0.3,9
FS20183915,극장판 공룡메카드: 타이니소어의 섬,,2019-01-29,2019-01-10,115727,78322,,0.359,8
FS20080046,추격자,The Chaser,2016-05-10,2008-02-14,115589,27246,,0.034,12
FS20210544,웅남이,woongnami,2023-04-21,2023-03-22,115401,113803,,0.485,4
FS20128986,금병매 감독판,The Forbidden Legend Sex Chopsticks,2017-01-13,2012-08-09,115224,1526,,0.537,7
FS20156281,성실한 나라의 앨리스,Alice In Earnestland,2015-09-04,2015-08-13,114950,98136,,0.424,8
FS20194501,내일의 기억,Recalled,2021-05-07,2021-04-21,114697,112425,,0.385,4
FS20247811,콰이어트 플레이스: 첫째 날,A Quiet Place: Day One,2024-06-26,,114694,112546,,0.396,3
FS20136308,비행기,Planes,2013-12-19,,114215,93552,,0.427,10
FS20152866,아메리칸 울트라,American Ultra,2015-10-19,2015-08-27,114120,109737,,0.39,4
FS20154861,젊은 엄마 3,Young Mother 3,2015-09-14,2015-09-03,114059,87263,,0.233,12
FS20157061,하숙집,,2015-02-25,,113898,92200,,0.269,7
FS20050306,애인,The Intimate,2012-11-30,2005-12-08,113682,37793,,0.058,14
FS20040695,이프 온리,If Only,2017-12-18,2004-10-29,113534,29819,,0.052,14
FS20158644,내 친구의 아내,,2015-12-16,2015-12-03,113423,89289,,0.187,12
FS20148745,좋은 친구들,Confession,2014-07-10,,113171,101019,,0.458,8
FS20153201,트랜스포터: 리퓰드,The Transporter Refueled,2015-11-24,2015-10-15,112923,102105,,0.441,9
FS20174965,극장판 포켓몬스터 너로 정했다!,pokemon the movie:I choose you!,2018-01-17,2017-12-21,112793,86591,,0.268,9
FS20204403,뮬란,Mulan,2020-08-14,,112630,111901,,0.345,3
FS20143344,눈의 여왕 2: 트롤의 마법거울,The Snow Queen 2,2015-01-12,2014-12-24,112402,72810,,0.298,8
FS20143101,정사,,2015-02-16,2014-10-30,112349,34448,,0.337,11
FS20178522,콜 미 바이 유어 네임,Call Me by Your Name,2018-05-30,2018-03-22,112213,59387,,0.109,9
FS20226489,리바운드,Rebound,2023-05-03,2023-04-05,112146,106939,,0.524,4
FS20138141,더 콜,THE CALL,2013-06-28,2013-06-20,111843,76931,,0.265,10
FS20150565,스포트라이트,Spotlight,2016-03-11,2016-02-24,111724,53291,,0.157,11
FS20125406,음치 클리닉,Love Clinique,2012-11-29,,111657,105949,,0.625,5
FS20162404,고스트버스터즈,Ghostbusters,2016-10-18,2016-08-25,111632,71356,,0.158,10
FS20179491,아토믹 블론드,Atomic Blonde,2017-10-10,2017-08-30,111393,91772,,0.413,10
FS19988040,라이온 킹 2,The Lion King II: Simba's Pride,2014-07-17,,111344,11245,,0.142,12
FS20113890,고스트 라이더 : 복수의 화신,Ghost Rider: Spirit Of Vengeance,2012-02-16,,111214,100014,,0.434,9
FS20188581,더 프레데터,The Predator,2018-11-07,2018-09-12,110812,105331,,0.535,7
FS20210140,젠틀맨,Gentleman,2023-01-05,2022-12-28,110743,104727,,0.566,4
FS20218392,올드,Old,2021-09-10,2021-08-18,110669,106915,,0.437,6
FS20200622,소년들,The Boys,2023-11-14,2023-11-01,110247,108726,,0.47,4
FS20217278,마크맨,The Marksman,2021-05-06,2021-04-28,109907,105228,,0.402,6
FS20155562,아델라인 : 멈춰진 시간,The Age of Adaline,2015-10-15,,109894,89742,,0.508,12
FS20162627,다이버전트 시리즈: 얼리전트,The Divergent Series: Allegiant,2016-06-10,2016-05-12,109878,97654,,0.426,6
FS20134594,두근두근 내 인생,My Brilliant Life,2014-10-14,2014-09-03,109639,69662,,0.268,11
FS20113643,파파,Papa,2012-02-01,,109601,101338,,0.411,5
FS20147874,고질라,Godzilla,2014-09-12,2014-05-15,109524,44510,,0.217,13
FS20112050,파이널 데스티네이션5,Final Destination 5,2014-04-15,2011-09-08,109451,967,,0.459,15
FS20158529,조이,Joy,2016-04-06,2016-03-10,109442,91629,,0.231,6
FS20193706,카운트,Count,2023-03-27,2023-02-22,109422,106628,,0.55,4
FS20143515,나홀로 집에,Home Alone,,,108870,22913,,0.203,5
FS20126410,헤이와이어,Haywire,2012-10-14,2012-07-05,108717,8798,,0.497,8
FS20070202,초속5센티미터,5Cm Per Seconds,2013-10-10,2007-06-21,108549,4753,,0.196,15
FS20184801,유전,Hereditary,2018-08-24,2018-06-07,108292,80737,,0.379,9
FS20080337,테이큰,Taken,2012-10-14,2008-04-09,108191,33683,,0.141,15
FS20184896,가버나움,Capharnaum,2019-02-15,2019-01-24,108007,87753,,0.275,8
FS20149099,더 기버: 기억전달자,The Giver,2014-09-03,2014-08-20,107935,77942,,0.196,13
FS20138161,야관문: 욕망의 꽃,Door to the Night,2013-11-07,,107446,91900,,0.249,7
FS20180944,엽문 외전,Master Z: The Ip Man Legacy,2019-02-15,,107316,99310,,0.578,5
FS20153422,제 7기사단,Last Knights,2015-09-15,2015-09-10,107260,103685,,0.587,3
FS20125808,"아내, 애인 그리고 맛있는 섹스",,2012-04-19,,106921,84860,,0.475,13
FS20028042,신데렐라 2,Cinderella II: Dreams Come True,,,106813,16380,,0.032,14
FS20226410,던전 앤 드래곤: 도적들의 명예,Dungeons & Dragons: Honor Among Thieves,2023-04-11,2023-03-29,106727,101889,,0.472,4
FS20185986,진범,The Culprit,2019-07-31,2019-07-10,106607,97616,,0.524,8
FS20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,Pokemon: Arceus To The Conquering Of Space-Time,2012-10-14,2009-12-24,106587,8220,,0.028,15
FS20090856,셜록 홈즈,Sherlock Holmes,2012-10-14,2009-12-23,106520,7696,,0.146,15
FS20147161,디노타샤: 공룡대탐험,Dinotasia,2014-02-05,2014-01-29,106468,36924,,0.083,5
FS20179187,공범자들,Criminal Conspiracy,2017-09-08,2017-08-17,106441,104420,,0.415,3
FS20121861,더 임파서블,The Impossible,2013-01-17,,106414,75528,,0.305,12
FS20203557,그녀가 죽었다,Following,2024-05-15,,106242,105660,,0.559,3
FS20111571,파퍼씨네 펭귄들,Mr. Popper's Penguins,2012-10-14,2011-09-07,106010,772,,0.384,14
FS20090303,트랜스포머: 패자의 역습,Transformers: Revenge Of The Fallen,2014-10-08,2009-06-24,105877,6827,,0.055,15
FS20162065,클로버필드 10번지,10 Cloverfield Lane,2016-05-03,2016-04-07,105791,70080,,0.307,10
FS20050253,유령신부(애니),Corpse Bride,2014-10-23,2005-11-03,105694,8925,,0.039,15
FS20110561,엑스맨: 퍼스트 클래스,X-Men: First Class,2013-12-02,2011-06-02,105645,24255,,0.143,15
FS20050042,"지금, 만나러 갑니다",Be With You,2015-08-21,2005-03-25,105619,9890,,0.203,15
FS20153470,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,Doraemon The Movie: Nobita And The Space,2015-10-02,2015-09-17,105556,78190,,0.274,12
FS20157531,판타스틱 4,Fantastic 4,2015-08-20,,105431,95118,,0.345,7
FS20130821,투 마더스,Two Mothers,2013-09-04,2013-08-22,105401,83845,,0.24,11
FS20145521,엑스 마키나,Ex Machina,2015-01-21,,105390,48992,,0.129,9
FS20180825,미성년,Another Child,2019-05-03,2019-04-11,104966,94310,,0.514,6
FS19960078,쥬만지,Jumanji,2013-12-02,1996-01-20,104884,8294,,0.155,15
FS20155563,어린왕자,The Little Prince,2016-01-12,2015-12-23,104774,69576,,0.248,11
FS20192804,그것: 두 번째 이야기,It Chapter Two,2019-09-30,2019-09-04,104763,79996,,0.363,8
FS20157041,런 올 나이트,Run All Night,2015-03-19,,104645,88244,,0.348,12
FS20138223,노브레싱,No Breathing,2013-11-18,2013-10-30,104594,92462,,0.399,9
FS20122466,짓,Jit,2013-09-25,,104561,76793,,0.228,13
FS19780073,대부 2,"The Godfather, Part II",2014-12-30,1978-04-20,104480,5769,,0.037,15
FS20183007,거미줄에 걸린 소녀,THE GIRL IN THE SPIDER’S WEB,2019-01-15,2018-11-28,104393,80755,,0.301,8
FS19960196,미션 임파서블,Mission Impossible,2012-10-14,1996-06-15,104116,10787,,0.081,15
FS20184341,얼굴없는 보스,The Faceless Boss,2019-11-26,2019-11-21,103885,100930,,0.542,5
FS20159059,앨빈과 슈퍼밴드: 악동 어드벤처,Alvin and the Chipmunks: The Road Chip,2016-03-16,2016-02-04,103869,78413,,0.194,8
FS20159648,"고산자, 대동여지도",The Map Against the World,2016-08-30,2016-09-07,103736,89952,,0.54,8
FS20113472,우리는 동물원을 샀다,We Bought a Zoo,2013-12-02,2012-01-18,103702,933,,0.315,13
FS20201649,명탐정 코난: 진홍의 수학여행,Detective Conan: The Scarlet School Trip,2021-02-03,2021-01-27,103539,88288,,0.413,6
FS20149818,익스펜더블 3,The Expendables 3,2014-09-17,2014-08-20,103468,81871,,0.39,12
FS20136862,론 레인저,The Lone Ranger,2013-10-16,2013-07-04,103273,96631,,0.586,4
FS20215315,스위치,SWITCH,2023-01-25,2023-01-04,102963,92598,,0.551,4
FS19980089,굿 윌 헌팅,Good Will Hunting,2013-12-02,1998-03-21,102936,3578,,0.037,14
FS20261782,프로젝트 헤일메리,PROJECT HAIL MARY,2026-03-18,,102889,102889,partial(<12mo data),0.633,1
FS20060430,행복을 찾아서,The Pursuit Of Happyness,2014-07-15,2007-02-28,102804,8113,,0.035,15
FS19970100,첨밀밀,Comrades: Almost A Love Story,2016-03-10,1997-03-01,102750,18596,,0.042,15
FS20180341,레드 스패로,RED SPARROW,2018-03-05,2018-02-28,102471,81918,,0.409,6
FS20130783,프리즈너스,Prisoners,2013-12-03,2013-10-02,102386,68212,,0.348,12
FS20110301,푸른소금,Hindsight,2011-08-31,,102378,75019,,0.31,9
FS20218364,랑종,The Medium,2021-09-10,2021-07-14,102047,96332,,0.589,6
FS20112151,세 얼간이 감독판,3 Idiots,2020-04-17,2011-08-18,102033,19715,,0.053,10
FS20000200,다이너소어,Dinosaur,2014-05-19,2000-07-15,101848,10059,,0.041,13
FS20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,DORAEMON THE MOVIE GREAT ADVENTURE IN THE ANTARCTIC KACHI KOCHI,2017-08-23,2017-08-10,101787,65619,,0.247,10
